case,loss_mode,status,phantom_id,phantom_seed,phantom_kind,views,artifact_dir,det_u_realized_rmse_px,det_v_realized_rmse_px,theta_realized_rmse_rad,alpha_beta_rmse_rad,final_volume_final_geometry_loss,final_volume_true_geometry_loss,true_volume_final_geometry_loss,true_volume_true_geometry_loss,volume_nmse,schur_accepted,classification,runtime_seconds,peak_memory
setup_global_fixed_truth,otsu_l2,failed,PHANTOM94,20260893,phantom94_random_cubes_spheres,128,runs/rich_phantom_loss_comparison_20260508_153150/setup_global_fixed_truth_otsu_l2,5.788025856018066,0.0,0.0218166156499291,0.0,74.88236236572266,89.90774536132812,40.918025970458984,0.0,0.6814179420471191,True,reconstruction_absorbed_geometry,46.195078507997096,
setup_global_fixed_truth,pseudo_huber,failed,PHANTOM94,20260893,phantom94_random_cubes_spheres,128,runs/rich_phantom_loss_comparison_20260508_153150/setup_global_fixed_truth_pseudo_huber,10.754942893981932,0.0,0.0218166156499291,0.0,5.418478488922119,5.419594764709473,4.538543701171875,0.0,0.714363157749176,True,reconstruction_absorbed_geometry,48.038517726934515,
setup_global_fixed_truth,otsu_pseudo_huber,failed,PHANTOM94,20260893,phantom94_random_cubes_spheres,128,runs/rich_phantom_loss_comparison_20260508_153150/setup_global_fixed_truth_otsu_pseudo_huber,11.009922742843626,0.0,0.0218166156499291,0.0,19.658485412597656,19.59568977355957,10.85956859588623,0.0,0.7145728468894958,True,training_loss_not_independent,48.3413946039509,
setup_global_stopped,otsu_l2,failed,PHANTOM94,20260893,phantom94_random_cubes_spheres,128,runs/rich_phantom_loss_comparison_20260508_153150/setup_global_stopped_otsu_l2,0.8307647705078125,0.0,0.0218166156499291,0.0,55.30324172973633,55.9816780090332,1.8602652549743652,0.0,0.5306297540664673,True,independent_projection_losses_consistent,69.75858330691699,
setup_global_stopped,pseudo_huber,failed,PHANTOM94,20260893,phantom94_random_cubes_spheres,128,runs/rich_phantom_loss_comparison_20260508_153150/setup_global_stopped_pseudo_huber,9.645100116729736,0.0,0.0218166156499291,0.0,5.6957292556762695,5.713138580322266,4.128512382507324,0.0,0.7318097352981567,True,reconstruction_absorbed_geometry,48.59888157492969,
setup_global_stopped,otsu_pseudo_huber,failed,PHANTOM94,20260893,phantom94_random_cubes_spheres,128,runs/rich_phantom_loss_comparison_20260508_153150/setup_global_stopped_otsu_pseudo_huber,4.143064498901367,0.0,0.0218166156499291,0.0,19.497346878051758,19.60482406616211,4.559230804443359,0.0,0.7237358093261719,True,reconstruction_absorbed_geometry,66.18406212003902,
