run_name,status,projection_loss_mode,geometry_update_volume_source,views,volume_shape,artifact_dir,det_u_realized_rmse_px,det_v_realized_rmse_px,theta_realized_rmse_rad,final_volume_final_geometry_loss,final_volume_true_geometry_loss,true_volume_final_geometry_loss,true_volume_true_geometry_loss,volume_nmse,schur_accepted,classification,runtime_seconds,peak_memory
fixed_truth_otsu_l2_reference_128v,passed,otsu_l2,fixed_synthetic_truth,128,128x128x128,runs/rich_phantom_v1_parity_20260508_155829/prealloc_false_fixed_truth_128v/fixed_truth_otsu_l2_reference_128v,0.05786418914794922,0.0,0.0218166156499291,42.67476272583008,42.67902755737305,0.3713209629058838,0.0,0.637862503528595,True,independent_projection_losses_consistent,125.57513557106722,
